ID	Gene Name	Species
MIR548F1	microRNA 548f-1(MIR548F1)	Homo sapiens	
MIR548G	microRNA 548g(MIR548G)	Homo sapiens	
MIR548N	microRNA 548n(MIR548N)	Homo sapiens	
MIR548O2	microRNA 548o-2(MIR548O2)	Homo sapiens	
MIR548Q	microRNA 548q(MIR548Q)	Homo sapiens	
MIR548T	microRNA 548t(MIR548T)	Homo sapiens	
MIR5583-1	microRNA 5583-1(MIR5583-1)	Homo sapiens	
MIR5583-2	microRNA 5583-2(MIR5583-2)	Homo sapiens	
MIR5684	microRNA 5684(MIR5684)	Homo sapiens	
MIR5688	microRNA 5688(MIR5688)	Homo sapiens	
MIR5694	microRNA 5694(MIR5694)	Homo sapiens	
MIR591	microRNA 591(MIR591)	Homo sapiens	
MIR600	microRNA 600(MIR600)	Homo sapiens	
MIR6090	microRNA 6090(MIR6090)	Homo sapiens	
MIR6131	microRNA 6131(MIR6131)	Homo sapiens	
MIR620	microRNA 620(MIR620)	Homo sapiens	
MIR623	microRNA 623(MIR623)	Homo sapiens	
MIR628	microRNA 628(MIR628)	Homo sapiens	
MIR6512	microRNA 6512(MIR6512)	Homo sapiens	
MIR6715A	microRNA 6715a(MIR6715A)	Homo sapiens	
MIR6715B	microRNA 6715b(MIR6715B)	Homo sapiens	
MIR6718	microRNA 6718(MIR6718)	Homo sapiens	
MIR6844	microRNA 6844(MIR6844)	Homo sapiens	
MIR6870	microRNA 6870(MIR6870)	Homo sapiens	
MIR6871	microRNA 6871(MIR6871)	Homo sapiens	
MIR7515	microRNA 7515(MIR7515)	Homo sapiens	
MIR7848	microRNA 7848(MIR7848)	Homo sapiens	
MIR7853	microRNA 7853(MIR7853)	Homo sapiens	
MIR7856	microRNA 7856(MIR7856)	Homo sapiens	
MIR8060	microRNA 8060(MIR8060)	Homo sapiens	
MIR8080	microRNA 8080(MIR8080)	Homo sapiens	
MIR9-2	microRNA 9-2(MIR9-2)	Homo sapiens	
MIR92A1	microRNA 92a-1(MIR92A1)	Homo sapiens	
MIRLET7I	microRNA let-7i(MIRLET7I)	Homo sapiens	
MRPS14	mitochondrial ribosomal protein S14(MRPS14)	Homo sapiens	
MSC	musculin(MSC)	Homo sapiens	
MYADML	myeloid associated differentiation marker like (pseudogene)(MYADML)	Homo sapiens	
NUDT4P2	nudix hydrolase 4 pseudogene 2(NUDT4P2)	Homo sapiens	
NUDT9P1	nudix hydrolase 9 pseudogene 1(NUDT9P1)	Homo sapiens	
PPIAP30	peptidylprolyl isomerase A pseudogene 30(PPIAP30)	Homo sapiens	
PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1(PLEKHA8P1)	Homo sapiens	
PABPC1P2	poly(A) binding protein cytoplasmic 1 pseudogene 2(PABPC1P2)	Homo sapiens	
PCAT1	prostate cancer associated transcript 1 (non-protein coding)(PCAT1)	Homo sapiens	
PCAT6	prostate cancer associated transcript 6 (non-protein coding)(PCAT6)	Homo sapiens	
LOC100506422	putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323(LOC100506422)	Homo sapiens	
LOC283922	pyruvate dehydrogenase phosphatase regulatory subunit pseudogene(LOC283922)	Homo sapiens	
RPL10L	ribosomal protein L10 like(RPL10L)	Homo sapiens	
RPS7P5	ribosomal protein S7 pseudogene 5(RPS7P5)	Homo sapiens	
SCARNA7	small Cajal body-specific RNA 7(SCARNA7)	Homo sapiens	
SNHG10	small nucleolar RNA host gene 10(SNHG10)	Homo sapiens	
SNHG18	small nucleolar RNA host gene 18(SNHG18)	Homo sapiens	
SNORD103A	small nucleolar RNA, C/D box 103A(SNORD103A)	Homo sapiens	
SNORD103B	small nucleolar RNA, C/D box 103B(SNORD103B)	Homo sapiens	
SNORD123	small nucleolar RNA, C/D box 123(SNORD123)	Homo sapiens	
SNORD53	small nucleolar RNA, C/D box 53(SNORD53)	Homo sapiens	
SNORD72	small nucleolar RNA, C/D box 72(SNORD72)	Homo sapiens	
SNORD73A	small nucleolar RNA, C/D box 73A(SNORD73A)	Homo sapiens	
SNORD93	small nucleolar RNA, C/D box 93(SNORD93)	Homo sapiens	
SNORA26	small nucleolar RNA, H/ACA box 26(SNORA26)	Homo sapiens	
SNORA47	small nucleolar RNA, H/ACA box 47(SNORA47)	Homo sapiens	
SNORA70B	small nucleolar RNA, H/ACA box 70B(SNORA70B)	Homo sapiens	
SNORA70C	small nucleolar RNA, H/ACA box 70C(SNORA70C)	Homo sapiens	
TEX12	testis expressed 12(TEX12)	Homo sapiens	
TXNL4B	thioredoxin like 4B(TXNL4B)	Homo sapiens	
TEC	transient erythroblastopenia of childhood(TEC)	Homo sapiens	
LOC392232	transient receptor potential cation channel subfamily A member 1 pseudogene(LOC392232)	Homo sapiens	
TNRC18P1	trinucleotide repeat containing 18 pseudogene 1(TNRC18P1)	Homo sapiens	
TRIM51HP	tripartite motif-containing 51H, pseudogene(TRIM51HP)	Homo sapiens	
TPRG1	tumor protein p63 regulated 1(TPRG1)	Homo sapiens	
UBE2E4P	ubiquitin conjugating enzyme E2 E4 pseudogene(UBE2E4P)	Homo sapiens	
FLJ34503	uncharacterized FLJ34503(FLJ34503)	Homo sapiens	
FLJ40288	uncharacterized FLJ40288(FLJ40288)	Homo sapiens	
LOC100128006	uncharacterized LOC100128006(LOC100128006)	Homo sapiens	
HGC6.3	uncharacterized LOC100128124(HGC6.3)	Homo sapiens	
LOC100129034	uncharacterized LOC100129034(LOC100129034)	Homo sapiens	
UNQ6494	uncharacterized LOC100129066(UNQ6494)	Homo sapiens	
CAND1.11	uncharacterized LOC100130460(CAND1.11)	Homo sapiens	
LOC100130992	uncharacterized LOC100130992(LOC100130992)	Homo sapiens	
LOC100132111	uncharacterized LOC100132111(LOC100132111)	Homo sapiens	
LOC100270804	uncharacterized LOC100270804(LOC100270804)	Homo sapiens	
LOC100287592	uncharacterized LOC100287592(LOC100287592)	Homo sapiens	
LOC100289230	uncharacterized LOC100289230(LOC100289230)	Homo sapiens	
LOC100505515	uncharacterized LOC100505515(LOC100505515)	Homo sapiens	
LOC100505878	uncharacterized LOC100505878(LOC100505878)	Homo sapiens	
LOC100505912	uncharacterized LOC100505912(LOC100505912)	Homo sapiens	
LOC100506124	uncharacterized LOC100506124(LOC100506124)	Homo sapiens	
LOC100506474	uncharacterized LOC100506474(LOC100506474)	Homo sapiens	
LOC100506497	uncharacterized LOC100506497(LOC100506497)	Homo sapiens	
LOC100506548	uncharacterized LOC100506548(LOC100506548)	Homo sapiens	
LOC100506858	uncharacterized LOC100506858(LOC100506858)	Homo sapiens	
LOC100507468	uncharacterized LOC100507468(LOC100507468)	Homo sapiens	
LOC100507634	uncharacterized LOC100507634(LOC100507634)	Homo sapiens	
LOC101926960	uncharacterized LOC101926960(LOC101926960)	Homo sapiens	
LOC101927023	uncharacterized LOC101927023(LOC101927023)	Homo sapiens	
CTB-12O2.1	uncharacterized LOC101927115(CTB-12O2.1)	Homo sapiens	
LOC101927124	uncharacterized LOC101927124(LOC101927124)	Homo sapiens	
LOC101927190	uncharacterized LOC101927190(LOC101927190)	Homo sapiens	
LOC101927488	uncharacterized LOC101927488(LOC101927488)	Homo sapiens	
LOC101927709	uncharacterized LOC101927709(LOC101927709)	Homo sapiens	
LOC101927811	uncharacterized LOC101927811(LOC101927811)	Homo sapiens	
LOC101927835	uncharacterized LOC101927835(LOC101927835)	Homo sapiens	
LOC101927967	uncharacterized LOC101927967(LOC101927967)	Homo sapiens	
LOC101928075	uncharacterized LOC101928075(LOC101928075)	Homo sapiens	
LOC101928436	uncharacterized LOC101928436(LOC101928436)	Homo sapiens	
LOC101928523	uncharacterized LOC101928523(LOC101928523)	Homo sapiens	
LOC101928775	uncharacterized LOC101928775(LOC101928775)	Homo sapiens	
LOC101928882	uncharacterized LOC101928882(LOC101928882)	Homo sapiens	
LOC101929371	uncharacterized LOC101929371(LOC101929371)	Homo sapiens	
LOC101929528	uncharacterized LOC101929528(LOC101929528)	Homo sapiens	
LOC101929608	uncharacterized LOC101929608(LOC101929608)	Homo sapiens	
LOC101929625	uncharacterized LOC101929625(LOC101929625)	Homo sapiens	
LOC102467079	uncharacterized LOC102467079(LOC102467079)	Homo sapiens	
LOC102467080	uncharacterized LOC102467080(LOC102467080)	Homo sapiens	
LOC102467081	uncharacterized LOC102467081(LOC102467081)	Homo sapiens	
LOC102467213	uncharacterized LOC102467213(LOC102467213)	Homo sapiens	
LOC102467216	uncharacterized LOC102467216(LOC102467216)	Homo sapiens	
LOC102467217	uncharacterized LOC102467217(LOC102467217)	Homo sapiens	
LOC102467223	uncharacterized LOC102467223(LOC102467223)	Homo sapiens	
LOC102467224	uncharacterized LOC102467224(LOC102467224)	Homo sapiens	
LOC102546226	uncharacterized LOC102546226(LOC102546226)	Homo sapiens	
LOC102546228	uncharacterized LOC102546228(LOC102546228)	Homo sapiens	
LOC102546299	uncharacterized LOC102546299(LOC102546299)	Homo sapiens	
LOC256880	uncharacterized LOC256880(LOC256880)	Homo sapiens	
LOC283045	uncharacterized LOC283045(LOC283045)	Homo sapiens	
LOC283585	uncharacterized LOC283585(LOC283585)	Homo sapiens	
LOC284395	uncharacterized LOC284395(LOC284395)	Homo sapiens	
LOC285762	uncharacterized LOC285762(LOC285762)	Homo sapiens	
LOC339298	uncharacterized LOC339298(LOC339298)	Homo sapiens	
LOC339862	uncharacterized LOC339862(LOC339862)	Homo sapiens	
FLJ37035	uncharacterized LOC399821(FLJ37035)	Homo sapiens	
FLJ41278	uncharacterized LOC400046(FLJ41278)	Homo sapiens	
FLJ37505	uncharacterized LOC400087(FLJ37505)	Homo sapiens	
FLJ22447	uncharacterized LOC400221(FLJ22447)	Homo sapiens	
FLJ33581	uncharacterized LOC400839(FLJ33581)	Homo sapiens	
FLJ46066	uncharacterized LOC401103(FLJ46066)	Homo sapiens	
LOC401177	uncharacterized LOC401177(LOC401177)	Homo sapiens	
FLJ31662	uncharacterized LOC440594(FLJ31662)	Homo sapiens	
LOC441204	uncharacterized LOC441204(LOC441204)	Homo sapiens	
FLJ46284	uncharacterized LOC441369(FLJ46284)	Homo sapiens	
LOC550113	uncharacterized LOC550113(LOC550113)	Homo sapiens	
LOC643923	uncharacterized LOC643923(LOC643923)	Homo sapiens	
LOC644554	uncharacterized LOC644554(LOC644554)	Homo sapiens	
LOC644919	uncharacterized LOC644919(LOC644919)	Homo sapiens	
HSD52	uncharacterized LOC729467(HSD52)	Homo sapiens	
LOC729732	uncharacterized LOC729732(LOC729732)	Homo sapiens	
LOC731157	uncharacterized LOC731157(LOC731157)	Homo sapiens	
MGC27382	uncharacterized MGC27382(MGC27382)	Homo sapiens	
UOX	urate oxidase (pseudogene)(UOX)	Homo sapiens	
VTRNA2-1	vault RNA 2-1(VTRNA2-1)	Homo sapiens	
LOC100505841	zinc finger protein 474-like(LOC100505841)	Homo sapiens	
